School_ID,State,Year,Subject,ISBN
21,NSW,12,ENGLISH,9780141439471
21,NSW,12,ENGLISH,9781107615397
23,NSW,12,ENGLISH,9780141439471
23,NSW,12,ENGLISH,9780141182551
23,NSW,12,ENGLISH,9780141182551
24,QLD,12,LANGUAGES,9780008241384
25,QLD,12,ENGLISH,9780141439471
25,QLD,12,ENGLISH,9789401705288
28,SA,12,LANGUAGES,9780060787325
31,QLD,12,ENGLISH,9781107615496
34,QLD,12,ENGLISH,9780141182636
34,QLD,12,ENGLISH,9781107615496
34,QLD,12,ENGLISH,9781107615496
37,NT,12,SCIENCE,9781488611247
38,NSW,12,ENGLISH,9780141439471
38,NSW,12,ENGLISH,9780141182551
2,VIC,12,ENGLISH LITERARY STUDIES,9780141182636
2,VIC,12,ENGLISH,9781596682474
2,VIC,12,ENGLISH,9781596682474
2,VIC,12,ENGLISH,9780141182551
2,VIC,12,ENGLISH,9780141182551
2,VIC,12,ENGLISH,9781841156613
2,VIC,12,ENGLISH,9781925778663
2,VIC,12,ENGLISH,9781925778663
2,VIC,12,SCIENCE,9781488611247
2,VIC,12,SCIENCE,9781488611261
2,VIC,12,LANGUAGES,9780060787325
2,VIC,12,LANGUAGES,9780060787325
2,VIC,12,MUSIC,9780987052049
2,VIC,12,LANGUAGES,9781260463170
2,VIC,12,ENGLISH,9780190320355
2,VIC,12,ENGLISH,9780190320355
2,VIC,12,LANGUAGES,9780732965723
2,VIC,12,LANGUAGES,9780732965723
2,VIC,12,SCIENCE,9781488611261
2,VIC,12,SCIENCE,9781488611247
2,VIC,12,SCIENCE,9781488611223
2,VIC,12,LANGUAGES,9780730371854
2,VIC,12,LANGUAGES,9780730371557
2,VIC,12,DRAMA,9780190303488
3,VIC,12,ENGLISH,9780190312480
3,VIC,12,LANGUAGES,9781563160332
3,VIC,12,RELIGIOUS EDUCATION,9781933301013
3,VIC,12,ENGLISH,9780648237327
6,VIC,12,SCIENCE,9780732979966
6,VIC,12,COMPUTER SCIENCE,9780732979966
6,VIC,12,ENGLISH,9780195505375
6,VIC,12,MATHEMATICS,9781316502662
6,VIC,12,SCIENCE,9780521726986
6,VIC,12,MATHEMATICS,9780732979966
6,VIC,12,COMPUTER SCIENCE,9780730389422
6,VIC,12,SCIENCE,9780732979966
6,VIC,12,HISTORY,9781875585038
6,VIC,12,HUMANITIES,9780995354524
6,VIC,12,SCIENCE,9780521712880
6,VIC,12,ENGLISH,9780195505375
6,VIC,12,PSYCHOLOGY,9780732979966
6,VIC,12,SCIENCE,9780732979966
6,VIC,12,HUMANITIES,9780730371557
6,VIC,12,HUMANITIES,9780730371854
6,VIC,12,SCIENCE,9781316502648
6,VIC,12,HISTORY,9781875585021
6,VIC,12,SCIENCE,9780732979966
6,VIC,12,SCIENCE,9780732979966
6,VIC,12,PSYCHOLOGY,9780732979966
6,VIC,12,SCIENCE,9780732979966
6,VIC,12,COMPUTER SCIENCE,9780732979966
6,VIC,12,COMPUTER SCIENCE,9780730389422
19,VIC,12,ENGLISH,9780141182636
19,VIC,12,ENGLISH,9781596682474
19,VIC,12,ENGLISH,9780141182551
19,VIC,12,HISTORY,9781875585038
19,VIC,12,GEOGRAPHY,9781875585021
19,VIC,12,SCIENCE,9781488611247
3,VIC,12,LANGUAGES,9788178985374
21,NSW,12,ENGLISH,9781476867236
21,NSW,12,ENGLISH,9780141439587
23,NSW,12,ENGLISH,9780141439587
27,ACT,11,ENGLISH,9780141439471
27,ACT,11,ENGLISH,9780141439471
20,NSW,12,DESIGN AND TECHNOLOGY,9780947225681
20,NSW,12,DESIGN AND TECHNOLOGY,9780947225698
20,NSW,12,DESIGN AND TECHNOLOGY,9780947225704
20,NSW,12,DESIGN AND TECHNOLOGY,9780947225711
21,NSW,12,LANGUAGES,9780198494621
12,WA,12,ENGLISH LITERARY STUDIES,9780199535903
20,NSW,12,ENGLISH,9781784870614
21,NSW,12,ENGLISH,9780440219514
24,QLD,12,ENGLISH LITERARY STUDIES,9780812994384
34,QLD,12,ENGLISH LITERARY STUDIES,9781586638535
19,VIC,12,ENGLISH,9780141439792
27,ACT,12,ENGLISH,9780140441468
27,ACT,12,ENGLISH,9780140441468
27,ACT,12,ENGLISH,9780141439495
40,NT,12,ENGLISH LITERARY STUDIES,9781854592200
38,NSW,11,ENGLISH,9781591842880
38,NSW,12,ENGLISH,9780763662622
1,NSW,12,ENGLISH,9780141439563
31,QLD,12,RELIGIOUS EDUCATION,9780564098354
34,QLD,12,ENGLISH LITERARY STUDIES,9780140180909
2,VIC,12,ENGLISH LITERARY STUDIES,9780140441468
3,VIC,12,LANGUAGES,9789839494488
27,ACT,12,ENGLISH,9780732299361
23,NSW,12,ENGLISH,9781108456067
38,NSW,12,ENGLISH,9781107615533
2,VIC,8,RELIGIOUS EDUCATION,9780807047415
20,NSW,12,ENGLISH,9781523227655
20,NSW,12,ENGLISH,9780521735568
20,NSW,12,LANGUAGES,9780140449327
38,NSW,11,ENGLISH,9780141186887
38,NSW,11,ENGLISH,9781400078776
12,WA,12,ENGLISH LITERARY STUDIES,9780141189963
12,WA,12,ENGLISH LITERARY STUDIES,9781784871444
20,NSW,12,ENGLISH,9780733630491
20,NSW,12,ENGLISH,9780733630491
21,NSW,12,ENGLISH,9781782953463
23,NSW,12,ENGLISH,9781782953463
40,NT,12,ENGLISH,9781970081282
31,QLD,12,ENGLISH,9781925945065
31,QLD,12,ENGLISH,9781925945096
34,QLD,12,ENGLISH,9781925945331
27,ACT,11,ENGLISH,9781107615458
27,ACT,11,ENGLISH,9781107615458
27,ACT,12,ENGLISH,9781107615533
27,ACT,12,ENGLISH,9781107615533
27,ACT,12,ENGLISH,9781107615533
9,NSW,3,ENGLISH,9781925487312
3,VIC,12,ENGLISH,9780190312541
27,ACT,11,ENGLISH,9780099284796
27,ACT,11,ENGLISH,9780099448754
27,ACT,11,ENGLISH,9788121922470
27,ACT,11,ENGLISH,9788121922470
27,ACT,11,ENGLISH,9780316556347
27,ACT,11,ENGLISH,9780316556347
27,ACT,12,ENGLISH,9780749399276
27,ACT,12,ENGLISH,9780749399276
27,ACT,12,ENGLISH,9780143785750
2,VIC,12,ENGLISH,9780970181671
27,ACT,11,LANGUAGES,9781108760379
27,ACT,11,LANGUAGES,9781108707374
27,ACT,11,LANGUAGES,9781108720359
27,ACT,11,LANGUAGES,9781108704908
1,NSW,12,ENGLISH,9781107615489
25,QLD,12,ENGLISH,9781107615489
31,QLD,12,ENGLISH,9781107615489
2,VIC,12,ENGLISH,9781925485820
2,VIC,12,ENGLISH,9781922243119
2,VIC,12,ENGLISH,9781925485707
12,WA,12,ENGLISH LITERARY STUDIES,9780702234712
23,NSW,12,DRAMA,9780571212460
38,NSW,12,ENGLISH,9780099594024
27,ACT,12,DRAMA,9780413492708
1,NSW,12,LANGUAGES,9780140449327
3,VIC,12,MATHEMATICS,9783600131398
6,VIC,12,MATHEMATICS,9783600131398
6,VIC,12,SCIENCE,9781864782196
19,VIC,12,ENGLISH,9780198321088
19,VIC,12,ENGLISH,9780198328704
19,VIC,12,MATHEMATICS,9781107567573
40,NT,11,ENGLISH LITERARY STUDIES,9781590171998
1,NSW,12,ENGLISH,9781782953463
1,NSW,12,ENGLISH,9780571209132
3,VIC,12,ENGLISH,9780099462217
3,VIC,12,ENGLISH,9788409171965
31,QLD,12,LANGUAGES,9780063074293
31,QLD,12,ENGLISH,9780316243926
40,NT,12,ENGLISH LITERARY STUDIES,9781400078776
2,VIC,12,ENGLISH LITERARY STUDIES,9780141184357
2,VIC,12,ENGLISH,9780143180128
2,VIC,12,ENGLISH LITERARY STUDIES,9780140278774
2,VIC,12,ENGLISH LITERARY STUDIES,9781250094674
6,VIC,12,ENGLISH,9780141186887
6,VIC,12,ENGLISH,9780099462217
19,VIC,12,ENGLISH,9780141184357
19,VIC,12,ENGLISH,9780143129516
19,VIC,12,MATHEMATICS,9781316422984
38,NSW,11,DRAMA,9780868198071
20,NSW,12,DRAMA,9780868190389
20,NSW,12,DRAMA,9780868190075
21,NSW,12,ENGLISH,9780868198828
21,NSW,12,DRAMA,9781925005141
21,NSW,12,DRAMA,9780868197975
21,NSW,12,DRAMA,9781760621834
23,NSW,12,DRAMA,9781925005141
23,NSW,12,DRAMA,9780868197975
31,QLD,12,MATHEMATICS,9780863158186
27,ACT,11,ENGLISH,9780571199952
27,ACT,11,ENGLISH,9780571199952
27,ACT,11,ENGLISH,9780571199952
27,ACT,12,ENGLISH,9781473221628
27,ACT,12,ENGLISH,9780007548675
27,ACT,12,ENGLISH,9780375725845
27,ACT,12,ENGLISH,9780099594024
27,ACT,12,ENGLISH,9780099594024
27,ACT,12,ENGLISH,9780099594024
27,ACT,12,ENGLISH,9780140623673
21,NSW,12,DRAMA,9780573130137
23,NSW,12,ENGLISH,9780571229116
38,NSW,12,ENGLISH,9780571229116
12,WA,12,ENGLISH LITERARY STUDIES,9780143569725
20,NSW,12,ENGLISH,9780571057061
23,NSW,12,DRAMA,9780413765000
38,NSW,12,ENGLISH,9780143785996
27,ACT,11,ENGLISH,9780679746690
27,ACT,11,ENGLISH,9780679746690
27,ACT,12,DRAMA,9780868190389
27,ACT,12,DRAMA,9780868190075
27,ACT,12,DRAMA,9780804170390
27,ACT,12,ENGLISH,9781925483574
27,ACT,12,ENGLISH,9781925483574
27,ACT,12,ENGLISH,9781925360851
38,NSW,11,ENGLISH,9780143039976
1,NSW,12,DRAMA,9781935753230
25,QLD,12,ENGLISH,9780553294385
2,VIC,12,ENGLISH,9781408108390
19,VIC,12,ENGLISH,9780868194035
19,VIC,12,ENGLISH,9781857989380
19,VIC,12,ENGLISH,9780733632426
19,VIC,12,ENGLISH,9780679781516
19,VIC,12,ENGLISH,9781780353449
3,VIC,12,HISTORY,9780950096797
3,VIC,12,HISTORY,9780950096780
6,VIC,12,HISTORY,9780980831542
6,VIC,12,HISTORY,9780950096797
6,VIC,12,ENGLISH LITERARY STUDIES,9780868191461
38,NSW,11,DRAMA,9781925338515
21,NSW,12,ENGLISH,9780140422108
34,QLD,12,ENGLISH,9781594483653
1,NSW,12,ENGLISH,9780868198828
1,NSW,12,DRAMA,9780868197975
1,NSW,12,DRAMA,9780868199665
27,ACT,11,ENGLISH,9781408125755
27,ACT,11,ENGLISH,9781408125755
22,NSW,12,VISUAL ARTS,9781925534696
23,NSW,12,VISUAL ARTS,9781925534696
25,QLD,11,SCIENCE,9780190320416
25,QLD,11,SCIENCE,9780190313395
1,NSW,12,DRAMA,9780573130137
3,VIC,12,ENGLISH,9781925778687
25,QLD,12,SCIENCE,9780190320416
25,QLD,12,SCIENCE,9780190320430
2,VIC,12,ENGLISH,9781925316827
31,QLD,12,ENGLISH,9781925228861
2,VIC,12,ENGLISH LITERARY STUDIES,9780143785996
3,VIC,12,SCIENCE,9781488611247
3,VIC,12,SCIENCE,9781488695971
12,WA,12,SCIENCE,9781488617720
12,WA,12,SCIENCE,9780321940667
2,VIC,12,SCIENCE,9781488695971
3,VIC,12,LANGUAGES,9781936569687
20,NSW,12,SCIENCE,9780170449687
20,NSW,12,SCIENCE,9780170449625
3,VIC,12,ENGLISH,9781925338966
6,VIC,12,ENGLISH,9781925338966
6,VIC,12,ENGLISH,9781876703424
24,QLD,12,ENGLISH LITERARY STUDIES,9780198715443
34,QLD,12,ENGLISH LITERARY STUDIES,9780373028696
2,VIC,12,PSYCHOLOGY,9780170365642
2,VIC,12,PSYCHOLOGY,9780170365642
2,VIC,12,ACCOUNTING,9781108469845
6,VIC,12,ACCOUNTING,9781108469906
6,VIC,12,ACCOUNTING,9781108469845
18,VIC,12,ACCOUNTING,9781108469845
19,VIC,12,ACCOUNTING,9781108469845
27,ACT,12,ENGLISH,9781921450655
27,ACT,12,HISTORY,9781405801683
6,VIC,12,HISTORY,9781875585175
6,VIC,12,ENGLISH LITERARY STUDIES,9780141199351
6,VIC,12,HISTORY,9781875585168
6,VIC,12,ENGLISH LITERARY STUDIES,9788409171965
21,NSW,12,SCIENCE,9781921741999
1,NSW,12,ENGLISH,9781840222654
1,NSW,12,ENGLISH,9780140422108
34,QLD,12,ENGLISH,9780812979329
12,WA,12,PSYCHOLOGY,9780170419901
12,WA,12,DESIGN AND TECHNOLOGY,9780833083982
31,QLD,12,LEGAL STUDIES,9780974839165
31,QLD,12,PSYCHOLOGY,9781111841935
31,QLD,12,SCIENCE,9781930882744
31,QLD,12,SCIENCE,9780076716623
31,QLD,12,SCIENCE,9780076855049
31,QLD,12,PDHPE,9780078971747
20,NSW,12,LANGUAGES,9781876739676
6,VIC,12,BUSINESS STUDIES,9780730389422
27,ACT,11,ENGLISH,9780143039952
27,ACT,11,ENGLISH,9780143039952
31,QLD,12,LANGUAGES,9780199298525
31,QLD,12,MATHEMATICS,9781488621475
31,QLD,12,MATHEMATICS,9781488621468
31,QLD,12,MATHEMATICS,9781488621451
32,QLD,12,SCIENCE,9781488619663
32,QLD,12,SCIENCE,9781488619687
2,VIC,12,PDHPE,9780170373937
6,VIC,12,ENGLISH,9788121922470
19,VIC,12,LANGUAGES,9788431661151
1,NSW,12,LANGUAGES,9780008167677
2,VIC,12,ENGLISH,9780593331828
2,VIC,12,ENGLISH,9780593331828
10,VIC,9,MUSIC,9780987052032
10,VIC,9,MUSIC,9780987052032
10,VIC,10,MUSIC,9780987052032
10,VIC,10,MUSIC,9780987052032
21,NSW,12,WORK STUDIES,9781741307641
23,NSW,12,MATHEMATICS,9780170459273
12,WA,12,SCIENCE,9780992573850
12,WA,12,SCIENCE,9780980370461
21,NSW,12,BUSINESS STUDIES,9780648841906
3,VIC,12,PSYCHOLOGY,9780170365635
2,VIC,12,MUSIC,2019052211324
2,VIC,12,SCIENCE,9780170373982
2,VIC,12,PSYCHOLOGY,9780170374040
2,VIC,12,PSYCHOLOGY,9780170374057
2,VIC,12,SCIENCE,9780170373951
2,VIC,12,SCIENCE,9780170373968
2,VIC,12,PDHPE,9780170385459
2,VIC,12,SCIENCE,9780170373999
2,VIC,12,LANGUAGES,9781864413335
2,VIC,12,LANGUAGES,9781740200523
2,VIC,12,LANGUAGES,9781740200523
6,VIC,12,MATHEMATICS,9780170354097
6,VIC,12,MATHEMATICS,9780170354127
6,VIC,12,LEGAL STUDIES,9780170400251
21,NSW,12,MATHEMATICS,9781922034717
2,VIC,8,LANGUAGES,9781438072791
2,VIC,12,LANGUAGES,9781260121070
2,VIC,12,LANGUAGES,9788877610867
2,VIC,12,LANGUAGES,9780076757480
40,NT,11,ENGLISH LITERARY STUDIES,9780435193102
1,NSW,12,LANGUAGES,9783499256356
23,NSW,12,MATHEMATICS,9780076045372
12,WA,11,MATHEMATICS,9780170390330
12,WA,11,MATHEMATICS,9780170390408
12,WA,11,SCIENCE,9781927173930
12,WA,12,SCIENCE,9781927173930
20,NSW,12,DESIGN AND TECHNOLOGY,9781741256222
20,NSW,12,SCIENCE,9781741256765
20,NSW,12,SCIENCE,9781741256789
38,NSW,12,MATHEMATICS,9781741256277
38,NSW,12,MATHEMATICS,9781741256277
38,NSW,12,MATHEMATICS,9781741257250
38,NSW,12,SCIENCE,9781741257267
38,NSW,12,FOOD TECHNOLOGY,9781741253160
20,NSW,12,LANGUAGES,9780906515570
12,WA,11,PSYCHOLOGY,9781740980074
12,WA,11,PDHPE,9781619606104
27,ACT,11,LANGUAGES,9781260120950
2,VIC,12,FOOD TECHNOLOGY,9780134806631
2,VIC,12,LEGAL STUDIES,9781284142945
2,VIC,12,LEGAL STUDIES,9781647088927
2,VIC,12,HISTORY,9780076779345
2,VIC,12,PSYCHOLOGY,9780135212431
2,VIC,12,PSYCHOLOGY,9780134637044
2,VIC,12,BUSINESS STUDIES,9788182051676
2,VIC,12,BUSINESS STUDIES,9780321914071
2,VIC,12,SCIENCE,9780136592723
2,VIC,12,SCIENCE,9780079031808
2,VIC,12,SCIENCE,9780076775682
2,VIC,10,BUSINESS STUDIES,9780730378365
1,NSW,12,LANGUAGES,9781741251883
3,VIC,12,MATHEMATICS,9781108821308
3,VIC,12,MATHEMATICS,9781108821360
3,VIC,12,PSYCHOLOGY,9781108908917
3,VIC,12,SCIENCE,9781108908689
2,VIC,12,SCIENCE,9781108908689
6,VIC,12,BUSINESS STUDIES,9780730365662
6,VIC,12,MATHEMATICS,9781108821360
6,VIC,12,PSYCHOLOGY,9781108908917
6,VIC,12,ACCOUNTING,9781108908672
6,VIC,12,SCIENCE,9781108908689
24,QLD,12,ENGLISH LITERARY STUDIES,9780868197951
2,VIC,12,ENGLISH LITERARY STUDIES,9780571336173
27,ACT,11,LANGUAGES,9781260120998
28,SA,12,MATHEMATICS,9780333794449
40,NT,12,MATHEMATICS,9781913433048
40,NT,12,MATHEMATICS,9781925489552
40,NT,12,MATHEMATICS,9781925489552
23,NSW,12,LANGUAGES,9780547901893
23,NSW,12,LANGUAGES,9781260455137
23,NSW,12,HISTORY,9780299321949
27,ACT,12,HISTORY,9780858543881
38,NSW,11,HISTORY,9780733606823
38,NSW,12,HISTORY,9780977597284
3,VIC,12,SCIENCE,9781488612015
3,VIC,12,SCIENCE,9781488611995
20,NSW,12,DESIGN AND TECHNOLOGY,9780947225667
27,ACT,12,ENGLISH,9781555975845
12,WA,11,SCIENCE,9780170243247
1,NSW,12,HISTORY,9781920681746
27,ACT,11,MATHEMATICS,9781925489552
27,ACT,11,LANGUAGES,9780521385879
27,ACT,11,BUSINESS STUDIES,9781921917950
1,NSW,12,LANGUAGES,9781260120950
19,VIC,12,LANGUAGES,9781260120950
12,WA,11,LANGUAGES,9780733970672
12,WA,12,LANGUAGES,9780733969027
12,WA,11,MATHEMATICS,9781876918859
12,WA,11,MATHEMATICS,9781876918637
12,WA,11,MATHEMATICS,9781740981729
12,WA,12,POLITICS AND LAW,9781740982986
12,WA,12,SCIENCE,9781740982894
12,WA,12,PDHPE,9781740982504
12,WA,12,POLITICS AND LAW,9781740982504
12,WA,12,SCIENCE,9781740982979
12,WA,12,PSYCHOLOGY,9781740982993
12,WA,12,PSYCHOLOGY,9781876918774
27,ACT,12,HISTORY,9780648363934
1,NSW,12,LANGUAGES,9781260120998
20,NSW,12,HISTORY,9780340679913
27,ACT,12,BUSINESS STUDIES,9780648072324
21,NSW,12,MATHEMATICS,9781741256277
21,NSW,12,MATHEMATICS,9781741257250
21,NSW,12,MATHEMATICS,9781741256000
24,QLD,12,LANGUAGES,9780134684208
1,NSW,12,LANGUAGES,9780906515570
38,NSW,12,HISTORY,9780987634559
27,ACT,12,LANGUAGES,9780170106481
27,ACT,11,MATHEMATICS,9781876543112
12,WA,11,SCIENCE,9781740980074
12,WA,11,SCIENCE,9781876918729
12,WA,11,SCIENCE,9781876918910
12,WA,11,SCIENCE,9781740981736
20,NSW,12,DESIGN AND TECHNOLOGY,9780170210713
12,WA,11,PSYCHOLOGY,9780170414173
38,NSW,11,SCIENCE,9781921741807
12,WA,12,PSYCHOLOGY,9780170414180
20,NSW,12,SCIENCE,9780855837884
20,NSW,12,HISTORY,9780170402149
20,NSW,12,SCIENCE,9781921741814
21,NSW,12,SCIENCE,9781921741814
22,NSW,12,SCIENCE,9780855837716
22,NSW,12,SCIENCE,9780855837723
23,NSW,12,HISTORY,9781260709742
38,NSW,12,HISTORY,9780170402149
38,NSW,12,SCIENCE,9781921741814
20,NSW,12,HISTORY,9781471861970
38,NSW,12,HISTORY,9781471861970
1,NSW,12,LANGUAGES,9783223221971
1,NSW,12,LANGUAGES,9780977597284
20,NSW,12,LANGUAGES,9780521540438
20,NSW,12,LANGUAGES,9781585102143
2,VIC,12,LANGUAGES,9780170129404
6,VIC,10,SCIENCE,9780190307035
18,VIC,10,MUSIC,9780987052032
6,VIC,11,SCIENCE,9783600131398
23,NSW,12,HISTORY,9780444521040
6,VIC,12,SCIENCE,9781988566474
