School_ID,State,Year,Subject,ISBN
6,VIC,12,ENGLISH,9780140441291
12,WA,12,SCIENCE,9781876918705
12,WA,12,SCIENCE,9781876918729
12,WA,12,SCIENCE,9781876918729
12,WA,12,SCIENCE,9781740981804
12,WA,12,ECONOMICS,9781876918712
2,VIC,12,ENGLISH,9781921411939
2,VIC,12,LANGUAGES,9780170135726
19,VIC,12,LANGUAGES,9780170266390
19,VIC,12,LANGUAGES,9780170135726
27,ACT,11,MATHEMATICS,9781925489576
20,NSW,12,LANGUAGES,9780582362406
27,ACT,12,HISTORY,9780300180077
29,QLD,11,LANGUAGES,9783190110605
24,QLD,12,ACCOUNTING,9780357132692
24,QLD,12,ECONOMICS,9781337617390
20,NSW,12,HISTORY,9781108333009
21,NSW,12,HISTORY,9781629171340
27,ACT,11,BUSINESS STUDIES,9781471868429
23,NSW,12,MATHEMATICS,9780076644667
23,NSW,12,MATHEMATICS,9780076644667
23,NSW,12,MATHEMATICS,9783642315220
2,VIC,12,ENGLISH LITERARY STUDIES,9781925778168
2,VIC,12,ENGLISH LITERARY STUDIES,9781925778168
27,ACT,11,GEOGRAPHY,9780957981980
1,NSW,12,LANGUAGES,9780987634559
23,NSW,12,RELIGIOUS EDUCATION,9781108872874
38,NSW,10,MATHEMATICS,9780133343168
27,ACT,11,COMPUTER SCIENCE,9781471552335
19,VIC,12,GEOGRAPHY,9781876703424
19,VIC,12,GEOGRAPHY,9781876703448
19,VIC,12,GEOGRAPHY,9781876703530
19,VIC,12,GEOGRAPHY,9781876703431
1,NSW,12,SCIENCE,9781921741814
1,NSW,12,LANGUAGES,9787100059459
1,NSW,12,LANGUAGES,9787100059459
20,NSW,12,RELIGIOUS EDUCATION,9780170457583
24,QLD,12,LANGUAGES,9787100059459
24,QLD,12,SCIENCE,9780198392118
24,QLD,12,SCIENCE,9780198390749
24,QLD,12,SCIENCE,9780199204632
31,QLD,12,LANGUAGES,9787100059459
24,QLD,12,GEOGRAPHY,9780730330271
27,ACT,12,HISTORY,9781108333009
1,NSW,12,LANGUAGES,9780521540438
21,NSW,12,SCIENCE,9781488619304
27,ACT,11,HISTORY,9781875585083
22,NSW,12,ENGINEERING STUDIES,9780980400328
27,ACT,11,MATHEMATICS,9781925489729
12,WA,11,LANGUAGES,9781488625893
38,NSW,11,LANGUAGES,9781108610469
12,WA,12,LANGUAGES,9781488625893
20,NSW,12,LANGUAGES,9781488625893
23,NSW,12,LANGUAGES,9780470279304
20,NSW,12,LANGUAGES,9781876739676
40,NT,11,ECONOMICS,9780080129587
40,NT,12,PSYCHOLOGY,9781876734954
2,VIC,12,LANGUAGES,9781740202572
2,VIC,12,LANGUAGES,9781740202572
20,NSW,12,LANGUAGES,9781488624179
27,ACT,11,SCIENCE,9780198423676
27,ACT,11,SCIENCE,9780198423638
27,ACT,12,LANGUAGES,9780170181358
1,NSW,12,LANGUAGES,9780198365839
6,VIC,12,LEGAL STUDIES,9781108821346
12,WA,11,MATHEMATICS,9780987104540
38,NSW,8,GEOGRAPHY,9781119393832
12,WA,11,DRAMA,9781921965883
12,WA,11,GEOGRAPHY,9780994546043
12,WA,12,SCIENCE,9781921965807
12,WA,12,GEOGRAPHY,9780980555196
12,WA,12,DRAMA,9781925207125
12,WA,12,DRAMA,9781921965883
38,NSW,12,LANGUAGES,9780205949458
37,NT,12,SCIENCE,9781488611247
37,NT,12,SCIENCE,9781488611254
21,NSW,12,LANGUAGES,9780199124244
22,NSW,12,HISTORY,9780170197953
23,NSW,12,HISTORY,9780170197960
38,NSW,8,MATHEMATICS,9781108771450
38,NSW,9,MATHEMATICS,9781483808734
12,WA,11,PSYCHOLOGY,9780655702931
39,TAS,11,LANGUAGES,9780732981365
20,NSW,12,RELIGIOUS EDUCATION,9781108869331
2,VIC,12,ENGLISH,9781462531592
2,VIC,12,ENGLISH,9781462531592
19,VIC,12,ENGLISH,9781462531592
6,VIC,12,LEGAL STUDIES,9780190310325
6,VIC,12,HISTORY,9781875585052
6,VIC,12,HISTORY,9780130112842
19,VIC,12,HISTORY,9780130112842
19,VIC,12,HISTORY,9780980831573
27,ACT,11,LANGUAGES,9781108760379
27,ACT,11,LANGUAGES,9781108707343
27,ACT,11,LANGUAGES,9781108760324
27,ACT,11,LANGUAGES,9781108720335
27,ACT,11,LANGUAGES,9789814792530
27,ACT,11,LANGUAGES,9789814792547
23,NSW,12,LANGUAGES,9781488657108
28,SA,11,SCIENCE,9781119589587
28,SA,11,SCIENCE,9781260135176
28,SA,11,SCIENCE,9781925505610
40,NT,12,LEGAL STUDIES,9781876734947
40,NT,12,ECONOMICS,9781925505382
39,TAS,11,ECONOMICS,9780655796473
27,ACT,11,HISTORY,9780198310181
38,NSW,9,FOOD TECHNOLOGY,9781493944552
38,NSW,10,FOOD TECHNOLOGY,9781493944552
12,WA,11,LANGUAGES,9780733970665
12,WA,12,LANGUAGES,9780733969010
20,NSW,12,SCIENCE,9780170411264
12,WA,11,PDHPE,9780648497547
12,WA,12,PDHPE,9780632012626
25,QLD,11,PDHPE,9780190313197
40,NT,11,SCIENCE,9780995384187
1,NSW,12,LANGUAGES,9781741251883
3,VIC,12,HUMANITIES,9780995354524
24,QLD,12,MATHEMATICS,9781108652339
24,QLD,12,MATHEMATICS,9781108603270
24,QLD,12,MATHEMATICS,9781108603270
24,QLD,12,MATHEMATICS,9781316635827
25,QLD,12,PDHPE,9780190313241
38,NSW,12,MATHEMATICS,9781488618291
6,VIC,12,BUSINESS STUDIES,9780730365655
6,VIC,12,HUMANITIES,9780995354524
6,VIC,12,HUMANITIES,9780995354548
19,VIC,12,MATHEMATICS,9781742160931
1,NSW,12,LANGUAGES,9780008320065
2,VIC,12,HISTORY,9781532322761
20,NSW,12,MATHEMATICS,9780957742888
23,NSW,12,LEGAL STUDIES,9781108797542
19,VIC,12,LANGUAGES,9781488625893
27,ACT,11,COMPUTER SCIENCE,9781471542091
12,WA,11,MATHEMATICS,9780170395274
12,WA,11,ACCOUNTING,9780132596831
12,WA,11,ACCOUNTING,9780134730370
38,NSW,11,DRAMA,9781138577664
20,NSW,12,SCIENCE,9780170438896
20,NSW,12,DESIGN AND TECHNOLOGY,9780521752930
20,NSW,12,COMPUTER SCIENCE,9780980874921
2,VIC,12,ENGLISH,9780992585419
2,VIC,12,ENGLISH,9780992585426
3,VIC,12,HISTORY,9780521541411
3,VIC,12,HISTORY,9781316219980
24,QLD,12,LANGUAGES,9784805310984
2,VIC,12,HISTORY,9780521541411
2,VIC,12,HISTORY,9781316219904
27,ACT,11,HISTORY,9781108760539
27,ACT,11,LANGUAGES,9780170288224
27,ACT,11,HISTORY,9781107558892
27,ACT,11,PSYCHOLOGY,9781107577060
27,ACT,12,VISUAL ARTS,9781107577060
20,NSW,12,MATHEMATICS,9781108771023
20,NSW,12,MATHEMATICS,9781108766333
20,NSW,12,PDHPE,9781108448079
20,NSW,12,MATHEMATICS,9781108766265
20,NSW,12,LANGUAGES,9780806142326
24,QLD,12,HISTORY,9780521224963
24,QLD,12,HISTORY,9780521045490
31,QLD,12,HISTORY,9781108562379
6,VIC,12,ACCOUNTING,9781107640702
6,VIC,12,ACCOUNTING,9781108688772
21,NSW,12,SCIENCE,9780170347990
40,NT,11,FOOD TECHNOLOGY,9781337557986
28,SA,12,FOOD TECHNOLOGY,9781925505337
40,NT,12,FOOD TECHNOLOGY,9781259706547
40,NT,12,ACCOUNTING,9780132744379
40,NT,12,PDHPE,9781492598923
6,VIC,12,ECONOMICS,9780730373773
12,WA,11,SCIENCE,9780995354746
2,VIC,12,DRAMA,9780994602015
19,VIC,12,DRAMA,9780994602015
19,VIC,12,DRAMA,9780994602015
38,NSW,11,HUMANITIES,9780170365505
12,WA,12,ACCOUNTING,9780170182058
20,NSW,12,LEGAL STUDIES,9781108797542
21,NSW,12,MATHEMATICS,9781488618314
21,NSW,12,SCIENCE,9780170365505
22,NSW,12,LEGAL STUDIES,9781108797542
23,NSW,12,MATHEMATICS,9780170450508
23,NSW,12,RELIGIOUS EDUCATION,9780170365505
23,NSW,12,HISTORY,9780190302986
38,NSW,12,LEGAL STUDIES,9781108797542
38,NSW,12,SCIENCE,9780170365505
27,ACT,11,BUSINESS STUDIES,9781108869331
27,ACT,11,GEOGRAPHY,9780198396031
27,ACT,12,DESIGN AND TECHNOLOGY,9781108869331
27,ACT,12,SCIENCE,9780980874921
40,NT,12,SCIENCE,9780648660262
6,VIC,12,HUMANITIES,9780995354562
12,WA,11,SCIENCE,9780987576125
12,WA,12,SCIENCE,9780958525343
6,VIC,9,SCIENCE,9780190306984
2,VIC,12,LANGUAGES,9780170135719
19,VIC,12,LANGUAGES,9780170135719
27,ACT,11,MATHEMATICS,9781108579087
27,ACT,11,MATHEMATICS,9781108434638
27,ACT,12,MATHEMATICS,9781108771023
27,ACT,12,MATHEMATICS,9781108766333
27,ACT,12,LEGAL STUDIES,9781108448079
38,NSW,12,FOOD TECHNOLOGY,9780170400572
20,NSW,12,RELIGIOUS EDUCATION,9780170365505
20,NSW,12,HISTORY,9781108413473
20,NSW,12,SCIENCE,9780170408998
22,NSW,12,ENVIRONMENTAL SCIENCE,9780855837846
22,NSW,12,SCIENCE,9780170408998
22,NSW,12,MATHEMATICS,9780170413367
22,NSW,12,MATHEMATICS,9780170413220
22,NSW,12,SCIENCE,9780170409131
23,NSW,12,MATHEMATICS,9781108562911
23,NSW,12,MATHEMATICS,9781316882368
23,NSW,12,SCIENCE,9780076716753
23,NSW,12,SCIENCE,9780544853416
38,NSW,12,SCIENCE,9780170408998
38,NSW,12,MATHEMATICS,9780170413633
38,NSW,12,SCIENCE,9780170408851
38,NSW,12,MATHEMATICS,9780170413367
38,NSW,12,MATHEMATICS,9780170413220
12,WA,11,MUSIC,9781742589428
12,WA,12,PDHPE,9781921965968
12,WA,12,POLITICS AND LAW,9781921965968
20,NSW,12,BUSINESS STUDIES,9780730393924
20,NSW,12,SCIENCE,9780730365525
22,NSW,12,BUSINESS STUDIES,9780730393924
22,NSW,12,PDHPE,9780730365525
23,NSW,12,BUSINESS STUDIES,9781264335794
23,NSW,12,PDHPE,9781107435124
38,NSW,12,SCIENCE,9780730356486
27,ACT,12,LANGUAGES,9780170106474
2,VIC,12,LANGUAGES,9780655702306
27,ACT,11,LEGAL STUDIES,9781108862813
27,ACT,12,LEGAL STUDIES,9781108797542
22,NSW,12,LEGAL STUDIES,9780190312091
22,NSW,12,LEGAL STUDIES,9780190312145
12,WA,11,ECONOMICS,9781876918613
12,WA,12,ECONOMICS,9780134126081
2,VIC,12,MATHEMATICS,9783600131398
27,ACT,11,ENGLISH,9780198434528
27,ACT,11,ENGLISH,9780198434528
12,WA,11,SCIENCE,9780170449090
12,WA,12,SCIENCE,9780170449168
23,NSW,12,SCIENCE,9780076923441
24,QLD,12,LEGAL STUDIES,9781108797542
2,VIC,12,LANGUAGES,9780170129374
27,ACT,11,COMPUTER SCIENCE,9781876659196
27,ACT,11,SCIENCE,9780170408929
27,ACT,11,MATHEMATICS,9780170413152
27,ACT,12,SCIENCE,9780170408998
27,ACT,12,MATHEMATICS,9780170413220
27,ACT,12,BUSINESS STUDIES,9780730393924
27,ACT,12,SCIENCE,9780730356486
27,ACT,12,PDHPE,9780730365525
1,NSW,12,SCIENCE,9780980874921
20,NSW,12,GEOGRAPHY,9781488620928
23,NSW,12,GEOGRAPHY,9780077023171
38,NSW,12,GEOGRAPHY,9781488620928
27,ACT,11,ENGLISH,9780198434610
27,ACT,11,ENGLISH,9780198434610
38,NSW,12,RELIGIOUS EDUCATION,9781108872874
25,QLD,11,MATHEMATICS,9781108623995
25,QLD,11,SCIENCE,9780190313586
25,QLD,11,SCIENCE,9780190310158
25,QLD,11,MATHEMATICS,9781108590211
25,QLD,11,MATHEMATICS,9781108595452
25,QLD,11,SCIENCE,9780190313395
1,NSW,12,MATHEMATICS,9781108579087
1,NSW,12,MATHEMATICS,9781108434638
1,NSW,12,MATHEMATICS,9781108771023
1,NSW,12,MATHEMATICS,9781108766333
1,NSW,12,MATHEMATICS,9781108448079
1,NSW,12,MATHEMATICS,9781108766265
1,NSW,12,MATHEMATICS,9781108469043
3,VIC,12,LEGAL STUDIES,9780190326302
24,QLD,12,SCIENCE,9780198307747
24,QLD,12,MATHEMATICS,9783600131398
24,QLD,12,MATHEMATICS,9783600131398
24,QLD,12,MATHEMATICS,9781108603270
24,QLD,12,MATHEMATICS,9783600131398
24,QLD,12,SCIENCE,9781108827355
24,QLD,12,SCIENCE,9780199204632
25,QLD,12,MATHEMATICS,9781108623995
25,QLD,12,SCIENCE,9780190313586
25,QLD,12,SCIENCE,9780190313654
25,QLD,12,MATHEMATICS,9781108461542
25,QLD,12,MATHEMATICS,9780521861533
25,QLD,12,SCIENCE,9780190313449
31,QLD,12,VISUAL ARTS,9781108461788
31,QLD,12,MATHEMATICS,9781108461542
31,QLD,12,MATHEMATICS,9781108623995
31,QLD,12,MATHEMATICS,9781108459778
31,QLD,12,MATHEMATICS,9780521861533
31,QLD,12,PSYCHOLOGY,9780190313340
34,QLD,12,MATHEMATICS,9781108592451
34,QLD,12,MATHEMATICS,9781108821360
34,QLD,12,MATHEMATICS,9781108461542
34,QLD,12,PSYCHOLOGY,9780190313340
6,VIC,12,LEGAL STUDIES,9780190326302
6,VIC,12,ENGLISH LITERARY STUDIES,9780413577801
19,VIC,12,LEGAL STUDIES,9780190326302
1,NSW,12,LANGUAGES,9780806142326
12,WA,12,POLITICS AND LAW,9780648930105
40,NT,12,PHILOSOPHY,9781921333569
27,ACT,11,DESIGN AND TECHNOLOGY,9780170210713
21,NSW,12,MUSIC,9781305664166
3,VIC,7,ENGLISH,9781488610622
3,VIC,10,ENGLISH,9781488656910
12,WA,11,SCIENCE,9780170452847
12,WA,11,SCIENCE,9781488617720
12,WA,11,SCIENCE,9781488617713
27,ACT,11,ENVIRONMENTAL SCIENCE,9781447990420
27,ACT,11,PDHPE,9780730356714
12,WA,12,SCIENCE,9781488617737
12,WA,12,SCIENCE,9781488613579
12,WA,12,SCIENCE,9780170452922
23,NSW,12,ECONOMICS,9780076819690
38,NSW,12,ECONOMICS,9780655780731
39,TAS,11,LANGUAGES,9780732965679
40,NT,11,LANGUAGES,9780732965679
40,NT,12,LANGUAGES,9780732965693
40,NT,11,ENGLISH LITERARY STUDIES,9781740818377
1,NSW,12,MATHEMATICS,9781488618314
40,NT,12,ENGLISH LITERARY STUDIES,9781740818377
2,VIC,12,LEGAL STUDIES,9781108887199
2,VIC,12,LEGAL STUDIES,9781108819275
20,NSW,12,AGRICULTURE,9780170265560
27,ACT,11,GEOGRAPHY,9781488620935
27,ACT,11,GEOGRAPHY,9780198396031
27,ACT,12,GEOGRAPHY,9781488620928
25,QLD,11,BUSINESS STUDIES,9780170418485
24,QLD,12,ACCOUNTING,9780357132692
24,QLD,12,ECONOMICS,9781337617390
25,QLD,12,BUSINESS STUDIES,9780170418492
31,QLD,12,ACCOUNTING,9780170401890
31,QLD,12,BUSINESS STUDIES,9780170418492
34,QLD,12,ACCOUNTING,9780170401890
34,QLD,12,BUSINESS STUDIES,9780170418492
38,NSW,12,DANCE,9781108869300
2,VIC,12,FOOD TECHNOLOGY,9780170378543
2,VIC,12,FOOD TECHNOLOGY,9780170378611
19,VIC,12,ENGLISH,9780170378611
27,ACT,11,ECONOMICS,9780655796473
25,QLD,11,ENGLISH,9780170423601
25,QLD,11,HISTORY,9781108469418
25,QLD,11,DESIGN AND TECHNOLOGY,9780170419918
1,NSW,12,LANGUAGES,9783468980428
1,NSW,12,SCIENCE,9780170408998
1,NSW,12,SCIENCE,9780170408851
21,NSW,12,SCIENCE,9780170408998
24,QLD,12,LANGUAGES,9787561923818
24,QLD,12,HISTORY,9780521044981
24,QLD,12,HISTORY,9780521045490
25,QLD,12,DESIGN AND TECHNOLOGY,9780170419918
25,QLD,12,ENGLISH,9780170423601
25,QLD,12,HISTORY,9781108469418
31,QLD,12,HISTORY,9781108469418
31,QLD,12,PDHPE,9781108590969
2,VIC,12,PDHPE,9780170373739
2,VIC,12,PDHPE,9780170373852
6,VIC,12,ACCOUNTING,9781108469913
6,VIC,12,ACCOUNTING,9781108688772
18,VIC,12,ACCOUNTING,9781108688772
19,VIC,12,LANGUAGES,9783125298613
1,NSW,12,BUSINESS STUDIES,9780730393924
1,NSW,12,PDHPE,9780730365525
38,NSW,7,HISTORY,9781938168369
38,NSW,7,SCIENCE,9780077005603
38,NSW,8,SCIENCE,9780077005603
27,ACT,11,PSYCHOLOGY,9780199129690
27,ACT,11,BUSINESS STUDIES,9780730356394
27,ACT,11,VISUAL ARTS,9781742163512
27,ACT,11,SCIENCE,9780730347774
27,ACT,12,ECONOMICS,9780655780731
27,ACT,12,VISUAL ARTS,9781742163512
19,VIC,12,ENGLISH,9780987430533
27,ACT,11,SCIENCE,9780170265560
27,ACT,12,SCIENCE,9780170265560
21,NSW,12,RELIGIOUS EDUCATION,9780170210713
21,NSW,12,SCIENCE,9781488619304
20,NSW,12,ECONOMICS,9780648589624
6,VIC,12,ECONOMICS,9780730373773
19,VIC,12,HUMANITIES,9781108813594
19,VIC,12,HUMANITIES,9781108265225
20,NSW,12,SCIENCE,9780170449625
20,NSW,12,SCIENCE,9780170449687
20,NSW,12,LANGUAGES,9780063074286
20,NSW,12,LANGUAGES,9781568364575
31,QLD,12,SCIENCE,9781488619564
31,QLD,12,SCIENCE,9781488685866
31,QLD,12,SCIENCE,9781488685668
34,QLD,12,SCIENCE,9781488619564
34,QLD,12,SCIENCE,9781488685668
34,QLD,12,SCIENCE,9781488685866
27,ACT,11,LANGUAGES,9781108440455
1,NSW,12,RELIGIOUS EDUCATION,9781108869331
3,VIC,12,PSYCHOLOGY,9780170365628
27,ACT,11,ECONOMICS,9781108847063
27,ACT,11,BUSINESS STUDIES,9781921917905
27,ACT,11,LANGUAGES,9780198422372
38,NSW,12,MUSIC,9780648118244
3,VIC,12,SCIENCE,9781488611254
3,VIC,12,SCIENCE,9781488611230
37,NT,12,SCIENCE,9781488611254
2,VIC,12,SCIENCE,9781488611254
2,VIC,12,SCIENCE,9781488611230
21,NSW,12,MATHEMATICS,9781488618314
38,NSW,12,MATHEMATICS,9781488618314
25,QLD,11,LEGAL STUDIES,9781108469500
1,NSW,12,ECONOMICS,9780655780731
3,VIC,12,MATHEMATICS,9781316422953
3,VIC,12,MATHEMATICS,9781108821308
24,QLD,12,LEGAL STUDIES,9781108797542
24,QLD,12,GEOGRAPHY,9780730347132
25,QLD,12,LEGAL STUDIES,9781108469500
31,QLD,12,GEOGRAPHY,9780730369042
34,QLD,12,LEGAL STUDIES,9780521698986
2,VIC,12,BUSINESS STUDIES,9780730389422
2,VIC,12,BUSINESS STUDIES,9780730389422
6,VIC,12,MATHEMATICS,9781107587434
6,VIC,12,BUSINESS STUDIES,9780730389422
6,VIC,12,MATHEMATICS,9781316422953
18,VIC,12,SCIENCE,9780170368667
19,VIC,12,BUSINESS STUDIES,9780730389422
19,VIC,12,BUSINESS STUDIES,9780730389422
19,VIC,12,MATHEMATICS,9781316422984
19,VIC,12,MATHEMATICS,9781108821308
19,VIC,12,MATHEMATICS,9780730365464
27,ACT,11,SCIENCE,9781107628199
27,ACT,11,HUMANITIES,9780415684811
19,VIC,12,GEOGRAPHY,9780170265560
39,TAS,11,PDHPE,9781420229431
24,QLD,12,LANGUAGES,9781471858161
37,NT,12,ACCOUNTING,9781108688772
37,NT,12,ACCOUNTING,9781108469913
2,VIC,12,ACCOUNTING,9781108688772
2,VIC,12,ACCOUNTING,9781108469913
19,VIC,12,ACCOUNTING,9781108688772
1,NSW,12,LANGUAGES,9781568364575
6,VIC,12,SCIENCE,9781876703431
